condition,stat,constant,direction,state,p
Dark room,Median,-4,Positive,5,0.48645981790245507
Dark room,Median,-4,Positive,6,0.47690814954370914
Dark room,Median,-4,Positive,7,0.47504235721067795
Dark room,Median,-4,Positive,8,0.4799338610775
Dark room,Median,-4,Positive,9,0.5095951326148043
Dark room,Median,-4,Positive,10,0.5021699908928489
Dark room,Median,-4,Positive,11,0.538590388213286
Dark room,Median,-4,Negative,0,0.43840589871838015
Dark room,Median,-4,Negative,1,0.34666459555655327
Dark room,Median,-4,Negative,2,0.4590882989957855
Dark room,Median,-4,Negative,3,0.3219378821597287
Dark room,Median,-4,Negative,4,0.5824332210319766
Dark room,Median,-4,Negative,5,0.49114873537138626
Dark room,Median,-4,Negative,6,0.4640451000738682
Dark room,Median,-4,Negative,7,0.5075551475649845
Dark room,Median,-4,Negative,8,0.5003368183205605
Dark room,Median,-4,Negative,9,0.45355130740426136
Dark room,Median,-4,Negative,10,0.48035764877525705
Dark room,Median,-4,Negative,11,0.443472958583862
Dark room,Median,-3,Positive,0,0.5295536984999337
Dark room,Median,-3,Positive,1,0.466604292184346
Dark room,Median,-3,Positive,2,0.4709869450284033
Dark room,Median,-3,Positive,3,0.5102814946417644
Dark room,Median,-3,Positive,4,0.34460317516141964
Dark room,Median,-3,Positive,5,0.43579051834402516
Dark room,Median,-3,Positive,6,0.47758546823755343
Dark room,Median,-3,Positive,7,0.5047946580084922
Dark room,Median,-3,Positive,8,0.49293699427077153
Dark room,Median,-3,Positive,9,0.46927230588566526
Dark room,Median,-3,Positive,10,0.4938927402523869
Dark room,Median,-3,Positive,11,0.5532210515749564
Dark room,Median,-3,Negative,0,0.43634593423725215
Dark room,Median,-3,Negative,1,0.41129789216946544
Dark room,Median,-3,Negative,2,0.4719789557237816
Dark room,Median,-3,Negative,3,0.363728640665456
Dark room,Median,-3,Negative,4,0.6099601769181612
Dark room,Median,-3,Negative,5,0.5370972728789053
Dark room,Median,-3,Negative,6,0.4819877487862279
Dark room,Median,-3,Negative,7,0.4435013278138544
Dark room,Median,-3,Negative,8,0.49002645327238714
Dark room,Median,-3,Negative,9,0.4947731849410615
Dark room,Median,-3,Negative,10,0.47582355322504444
Dark room,Median,-3,Negative,11,0.4054654256615145
Dark room,Median,-2,Positive,0,0.5035735402115331
Dark room,Median,-2,Positive,1,0.45595391968762033
Dark room,Median,-2,Positive,2,0.4855671531079322
Dark room,Median,-2,Positive,3,0.2578582261731795
Dark room,Median,-2,Positive,4,0.3359069205305285
Dark room,Median,-2,Positive,5,0.4683455326469796
Dark room,Median,-2,Positive,6,0.4877137806777047
Dark room,Median,-2,Positive,7,0.49447346833325145
Dark room,Median,-2,Positive,8,0.47578249321572974
Dark room,Median,-2,Positive,9,0.473933305439315
Dark room,Median,-2,Positive,10,0.49170379578629436
Dark room,Median,-2,Positive,11,0.485526662295875
Dark room,Median,-2,Negative,0,0.43930227271757016
Dark room,Median,-2,Negative,1,0.39467209956619614
Dark room,Median,-2,Negative,2,0.46601060329987243
Dark room,Median,-2,Negative,3,0.43665888739282016
Dark room,Median,-2,Negative,4,0.6324069823767354
Dark room,Median,-2,Negative,5,0.49355474078806943
Dark room,Median,-2,Negative,6,0.4609267734153973
Dark room,Median,-2,Negative,7,0.4715593947279722
Dark room,Median,-2,Negative,8,0.4978552221151057
Dark room,Median,-2,Negative,9,0.47598097145758544
Dark room,Median,-2,Negative,10,0.48059575739189664
Dark room,Median,-2,Negative,11,0.4338672905063196
Dark room,Median,-1,Positive,0,0.5233626356584313
Dark room,Median,-1,Positive,1,0.4785537092757798
Dark room,Median,-1,Positive,2,0.45524041405237703
Dark room,Median,-1,Positive,3,0.3732051656772035
Dark room,Median,-1,Positive,4,0.35351949295079926
Dark room,Median,-1,Positive,5,0.4624188857384972
Dark room,Median,-1,Positive,6,0.4853436178858017
Dark room,Median,-1,Positive,7,0.5092073866194029
Dark room,Median,-1,Positive,8,0.424391947372582
Dark room,Median,-1,Positive,9,0.48837151164451426
Dark room,Median,-1,Positive,10,0.4707074767297176
Dark room,Median,-1,Positive,11,0.5032350700960407
Dark room,Median,-1,Negative,0,0.4261214078298367
Dark room,Median,-1,Negative,1,0.32087654207521416
Dark room,Median,-1,Negative,2,0.4452498946663695
Dark room,Median,-1,Negative,3,0.4316705118183533
Dark room,Median,-1,Negative,4,0.5996386298539224
Dark room,Median,-1,Negative,5,0.48658683013893755
Dark room,Median,-1,Negative,6,0.4604986003653863
Dark room,Median,-1,Negative,7,0.4571017744584009
Dark room,Median,-1,Negative,8,0.534944176020759
Dark room,Median,-1,Negative,9,0.48301224767439227
Dark room,Median,-1,Negative,10,0.49752095691721093
Dark room,Median,-1,Negative,11,0.46206164102012154
Dark room,Median,0,Positive,0,0.48311700046787626
Dark room,Median,0,Positive,1,0.4509049478886935
Dark room,Median,0,Positive,2,0.44931326110268066
Dark room,Median,0,Positive,3,0.49748299756248676
Dark room,Median,0,Positive,4,0.27619924777983423
Dark room,Median,0,Positive,5,0.4715911920899765
Dark room,Median,0,Positive,6,0.4685487453992843
Dark room,Median,0,Positive,7,0.493682876825205
Dark room,Median,0,Positive,8,0.4310478361724092
Dark room,Median,0,Positive,9,0.5147789235053489
Dark room,Median,0,Positive,10,0.498753179106144
Dark room,Median,0,Positive,11,0.5541599645309339
Dark room,Median,0,Negative,0,0.4495197844360462
Dark room,Median,0,Negative,1,0.3811208510389931
Dark room,Median,0,Negative,2,0.42139042006126687
Dark room,Median,0,Negative,3,0.2533398068089093
Dark room,Median,0,Negative,4,0.6741370368149654
Dark room,Median,0,Negative,5,0.47799864835946226
Dark room,Median,0,Negative,6,0.45587128158565915
Dark room,Median,0,Negative,7,0.4377810060412738
Dark room,Median,0,Negative,8,0.5109037621998438
Dark room,Median,0,Negative,9,0.4604373104343047
Dark room,Median,0,Negative,10,0.4674163967458449
Dark room,Median,0,Negative,11,0.36716066841798467
Dark room,Median,1,Positive,0,0.46528070015774736
Dark room,Median,1,Positive,1,0.43548336669716725
Dark room,Median,1,Positive,2,0.47612593458629415
Dark room,Median,1,Positive,3,0.43122598524012573
Dark room,Median,1,Positive,4,0.3274094993686585
Dark room,Median,1,Positive,5,0.49878910653444986
Dark room,Median,1,Positive,6,0.49814497338049624
Dark room,Median,1,Positive,7,0.44713410646067464
Dark room,Median,1,Positive,8,0.41116928159427796
Dark room,Median,1,Positive,9,0.461327237969174
Dark room,Median,1,Positive,10,0.4586159105788046
Dark room,Median,1,Positive,11,0.5160468001596561
Dark room,Median,1,Negative,0,0.43198853537767234
Dark room,Median,1,Negative,1,0.3570886654622775
Dark room,Median,1,Negative,2,0.4000539620740851
Dark room,Median,1,Negative,3,0.20292941796706745
Dark room,Median,1,Negative,4,0.5926060919532561
Dark room,Median,1,Negative,5,0.45997364301925625
Dark room,Median,1,Negative,6,0.4129370517712512
Dark room,Median,1,Negative,7,0.47673226927028967
Dark room,Median,1,Negative,8,0.5377302934241273
Dark room,Median,1,Negative,9,0.484479047739151
Dark room,Median,1,Negative,10,0.5131084480065007
Dark room,Median,1,Negative,11,0.43837154167799186
Dark room,Median,2,Positive,0,0.46765328033967346
Dark room,Median,2,Positive,1,0.4428069410574909
Dark room,Median,2,Positive,2,0.4850302369852623
Dark room,Median,2,Positive,3,0.3728583675520686
Dark room,Median,2,Positive,4,0.2719747557993641
Dark room,Median,2,Positive,5,0.4781772583259726
Dark room,Median,2,Positive,6,0.42140194554284854
Dark room,Median,2,Positive,7,0.4460805199665511
Dark room,Median,2,Positive,8,0.4560999710418138
Dark room,Median,2,Positive,9,0.4697466602228337
Dark room,Median,2,Positive,10,0.44629183903658537
Dark room,Median,2,Positive,11,0.530472028546714
Dark room,Median,2,Negative,0,0.41511233476373793
Dark room,Median,2,Negative,1,0.2705214031423722
Dark room,Median,2,Negative,2,0.4055852650319239
Dark room,Median,2,Negative,3,0.2153431006083687
Dark room,Median,2,Negative,4,0.6119759491448826
Dark room,Median,2,Negative,5,0.4639440968552537
Dark room,Median,2,Negative,6,0.4725786509867105
Dark room,Median,2,Negative,7,0.48749062598151693
Dark room,Median,2,Negative,8,0.5137980819222296
Dark room,Median,2,Negative,9,0.48533790808306526
Dark room,Median,2,Negative,10,0.49014212280646063
Dark room,Median,2,Negative,11,0.426088932602399
Dark room,Median,3,Positive,0,0.45479900624852587
Dark room,Median,3,Positive,1,0.45821721731450205
Dark room,Median,3,Positive,2,0.5054570405074881
Dark room,Median,3,Positive,3,0.41331704826501675
Dark room,Median,3,Positive,4,0.20429096001397556
Dark room,Median,3,Positive,5,0.4636680823711774
Dark room,Median,3,Positive,6,0.41264505526463024
Dark room,Median,3,Positive,7,0.4287305467982027
Dark room,Median,3,Positive,8,0.522890102848855
Dark room,Median,3,Positive,9,0.460744933497627
Dark room,Median,3,Positive,10,0.4732467616800586
Dark room,Median,3,Positive,11,0.550149236650162
Dark room,Median,3,Negative,0,0.4188569114755439
Dark room,Median,3,Negative,1,0.25717757126207064
Dark room,Median,3,Negative,2,0.38974574766164194
Dark room,Median,3,Negative,3,0.1918311297246732
Dark room,Median,3,Negative,4,0.6534664261373448
Dark room,Median,3,Negative,5,0.48085612081929263
Dark room,Median,3,Negative,6,0.48559553145962125
Dark room,Median,3,Negative,7,0.5068991448663754
Dark room,Median,3,Negative,8,0.437138893930042
Dark room,Median,3,Negative,9,0.44035805115597715
Dark room,Median,3,Negative,10,0.4892703486290471
Dark room,Median,3,Negative,11,0.40311258884243173
Dark room,Median,4,Positive,0,0.4488297761971481
Dark room,Median,4,Positive,1,0.4419945411155309
Dark room,Median,4,Positive,2,0.4964387801898162
Dark room,Median,4,Positive,3,0.3008856900499282
Dark room,Median,4,Positive,4,0.2513126947770441
Dark room,Median,4,Positive,5,0.4248180152948099
Dark room,Median,4,Positive,6,0.4270586561407042
Dark room,Median,4,Positive,7,0.4613349610409092
Dark room,Median,4,Positive,8,0.49371783470959746
Dark room,Median,4,Positive,9,0.46093224776716885
Dark room,Median,4,Positive,10,0.4804103601364622
Dark room,Median,4,Positive,11,0.5152608728069895
Dark room,Median,4,Negative,0,0.42376192210663693
Dark room,Median,4,Negative,1,0.2825320119087002
Dark room,Median,4,Negative,2,0.3683852838703359
Dark room,Median,4,Negative,3,0.20850254358568907
Dark room,Median,4,Negative,4,0.6156075954532407
Dark room,Median,4,Negative,5,0.47994708760578464
Dark room,Median,4,Negative,6,0.5106395488817485
Dark room,Median,4,Negative,7,0.47694922910190596
Dark room,Median,4,Negative,8,0.4725824450267772
Dark room,Median,4,Negative,9,0.4541773764573772
Dark room,Median,4,Negative,10,0.4732809057265697
Dark room,Median,4,Negative,11,0.40398261989499346
Dark room,Median,5,Positive,0,0.4155124448410293
Dark room,Median,5,Positive,1,0.4542905320652535
Dark room,Median,5,Positive,2,0.49235644560308583
Dark room,Median,5,Positive,3,0.30062480378750894
Dark room,Median,5,Positive,4,0.2400489380361704
Dark room,Median,5,Positive,5,0.43462919919697446
Dark room,Median,5,Positive,6,0.47563663266868506
Dark room,Median,5,Positive,7,0.4471119636910046
Dark room,Median,5,Positive,8,0.44469973119441336
Dark room,Median,5,Positive,9,0.5036689829755066
Dark room,Median,5,Positive,10,0.43478954096018196
Dark room,Median,5,Positive,11,0.5381884470126419
Dark room,Median,5,Negative,0,0.4244470354000271
Dark room,Median,5,Negative,1,0.30954294529722864
Dark room,Median,5,Negative,2,0.43744165835819804
Dark room,Median,5,Negative,3,0.18122431658495414
Dark room,Median,5,Negative,4,0.6289110379489274
Dark room,Median,5,Negative,5,0.4735077732780456
Dark room,Median,5,Negative,6,0.4738837456499131
Dark room,Median,5,Negative,7,0.474462766159409
Dark room,Median,5,Negative,8,0.488933853478952
Dark room,Median,5,Negative,9,0.4082830750136932
Dark room,Median,5,Negative,10,0.5067892618037529
Dark room,Median,5,Negative,11,0.35221374238546965
Dark room,Median,6,Positive,0,0.48563074305579707
Dark room,Median,6,Positive,1,0.4715952377619429
Dark room,Median,6,Positive,2,0.44444300692976557
Dark room,Median,6,Positive,3,0.3022861492207426
Dark room,Median,6,Positive,4,0.24536941439529134
Dark room,Median,6,Positive,5,0.40682540926504884
Dark room,Median,6,Positive,6,0.39690385046948085
Dark room,Median,6,Positive,7,0.447068562053263
Dark room,Median,6,Positive,8,0.5064757841722022
Dark room,Median,6,Positive,9,0.4731128396769604
Dark room,Median,6,Positive,10,0.47787383458651334
Dark room,Median,6,Positive,11,0.4688518785771829
Dark room,Median,6,Negative,0,0.38012977193302194
Dark room,Median,6,Negative,1,0.317716595603083
Dark room,Median,6,Negative,2,0.46577908667636875
Dark room,Median,6,Negative,3,0.1818907207318954
Dark room,Median,6,Negative,4,0.6309606757160987
Dark room,Median,6,Negative,5,0.49764415077106233
Dark room,Median,6,Negative,6,0.5412647913460497
Dark room,Median,6,Negative,7,0.47285396766391713
Dark room,Median,6,Negative,8,0.4445210244319589
Dark room,Median,6,Negative,9,0.4493594330907705
Dark room,Median,6,Negative,10,0.4589108047804014
Dark room,Median,6,Negative,11,0.3851338476723615
Dark room,Median,7,Positive,0,0.49099041249771885
Dark room,Median,7,Positive,1,0.46094622233460425
Dark room,Median,7,Positive,2,0.44808273746487715
Dark room,Median,7,Positive,3,0.33693315209644725
Dark room,Median,7,Positive,4,0.2808712349342848
Dark room,Median,7,Positive,5,0.4463987462425871
Dark room,Median,7,Positive,6,0.3840461294721931
Dark room,Median,7,Positive,7,0.45205762930024007
Dark room,Median,7,Positive,8,0.4653364528316294
Dark room,Median,7,Positive,9,0.4325831196275516
Dark room,Median,7,Positive,10,0.4320519543882955
Dark room,Median,7,Positive,11,0.5127276030298318
Dark room,Median,7,Negative,0,0.4049714098732503
Dark room,Median,7,Negative,1,0.3134710059009059
Dark room,Median,7,Negative,2,0.4608491151829374
Dark room,Median,7,Negative,3,0.13769540822065968
Dark room,Median,7,Negative,4,0.5209703644869882
Dark room,Median,7,Negative,5,0.4395879066037119
Dark room,Median,7,Negative,6,0.5114372537741041
Dark room,Median,7,Negative,7,0.4853440445359152
Dark room,Median,7,Negative,8,0.4938516866684473
Dark room,Median,7,Negative,9,0.4452494343495938
Dark room,Median,7,Negative,10,0.48228498892109023
Dark room,Median,7,Negative,11,0.3571542895403123
Dark room,Median,8,Positive,0,0.46186793550604566
Dark room,Median,8,Positive,1,0.509092497094804
Dark room,Median,8,Positive,2,0.49661832622547897
Dark room,Median,8,Positive,3,0.25791007479423045
Dark room,Median,8,Positive,4,0.21325580189842486
Dark room,Median,8,Positive,5,0.4264258697849229
Dark room,Median,8,Positive,6,0.4096104559595963
Dark room,Median,8,Positive,7,0.46677451018765254
Dark room,Median,8,Positive,8,0.47757049873662294
Dark room,Median,8,Positive,9,0.467783702199001
Dark room,Median,8,Positive,10,0.4434882166021546
Dark room,Median,8,Positive,11,0.4639266766251008
Dark room,Median,8,Negative,0,0.42192397707824186
Dark room,Median,8,Negative,1,0.2615485337654493
Dark room,Median,8,Negative,2,0.3740369343384313
Dark room,Median,8,Negative,3,0.13040993401097636
Dark room,Median,8,Negative,4,0.5797586595140909
Dark room,Median,8,Negative,5,0.4694960718083092
Dark room,Median,8,Negative,6,0.5016401615463835
Dark room,Median,8,Negative,7,0.4699679101820245
Dark room,Median,8,Negative,8,0.45242991871548177
Dark room,Median,8,Negative,9,0.4139678126841025
Dark room,Median,8,Negative,10,0.4744307368472829
Dark room,Median,8,Negative,11,0.4318468951141454
Dark room,Median,9,Positive,0,0.4221155596800131
Dark room,Median,9,Positive,1,0.45569822045750474
Dark room,Median,9,Positive,2,0.48991408210534293
Dark room,Median,9,Positive,3,0.24984320953081615
Dark room,Median,9,Positive,4,0.24024872741364567
Dark room,Median,9,Positive,5,0.41681675661103584
Dark room,Median,9,Positive,6,0.4040266037144495
Dark room,Median,9,Positive,7,0.4805660559545191
Dark room,Median,9,Positive,8,0.3641869433981643
Dark room,Median,9,Positive,9,0.416277425315904
Dark room,Median,9,Positive,10,0.42258400344456115
Dark room,Median,9,Positive,11,0.4763307897145407
Dark room,Median,9,Negative,0,0.46636569648375353
Dark room,Median,9,Negative,1,0.32453591219433425
Dark room,Median,9,Negative,2,0.39842373620765126
Dark room,Median,9,Negative,3,0.1991911645343066
Dark room,Median,9,Negative,4,0.557940518050031
Dark room,Median,9,Negative,5,0.44686836968956145
Dark room,Median,9,Negative,6,0.49241602994335243
Dark room,Median,9,Negative,7,0.4691256444159332
Dark room,Median,9,Negative,8,0.4723700144692283
Dark room,Median,9,Negative,9,0.3688703832768942
Dark room,Median,9,Negative,10,0.4751785906717849
Dark room,Median,9,Negative,11,0.38569656138063285
Dark room,Median,10,Positive,0,0.4331865032097189
Dark room,Median,10,Positive,1,0.42198125880911913
Dark room,Median,10,Positive,2,0.4326043955960864
Dark room,Median,10,Positive,3,0.18773261106749556
Dark room,Median,10,Positive,4,0.26747380606348287
Dark room,Median,10,Positive,5,0.4410196201794179
Dark room,Median,10,Positive,6,0.4264130838494705
Dark room,Median,10,Positive,7,0.4613530252252663
Dark room,Median,10,Positive,8,0.4354454766567445
Dark room,Median,10,Positive,9,0.43883869993418817
Dark room,Median,10,Positive,10,0.3670676039438495
Dark room,Median,10,Positive,11,0.4656481881828478
Dark room,Median,10,Negative,0,0.472826920085365
Dark room,Median,10,Negative,1,0.2933961197457139
Dark room,Median,10,Negative,2,0.422116588578934
Dark room,Median,10,Negative,3,0.1551787466946626
Dark room,Median,10,Negative,4,0.5861146547338196
Dark room,Median,10,Negative,5,0.4545446588022531
Dark room,Median,10,Negative,6,0.5049265864371932
Dark room,Median,10,Negative,7,0.46081984420387573
Dark room,Median,10,Negative,8,0.5143014404037869
Dark room,Median,10,Negative,9,0.41974625501762247
Dark room,Median,10,Negative,10,0.4562395041597001
Dark room,Median,10,Negative,11,0.3742026487001802
Dark room,Median,11,Positive,0,0.43452970474947694
Dark room,Median,11,Positive,1,0.3906852667728117
Dark room,Median,11,Positive,2,0.44712465175623645
Dark room,Median,11,Positive,3,0.1815281344792385
Dark room,Median,11,Positive,4,0.15868954931949555
Dark room,Median,11,Positive,5,0.44074694197849823
Dark room,Median,11,Positive,6,0.39600608931981884
Dark room,Median,11,Positive,7,0.4651979174392792
Dark room,Median,11,Positive,8,0.3704010510362621
Dark room,Median,11,Positive,9,0.45607478683982905
Dark room,Median,11,Positive,10,0.338789533626469
Dark room,Median,11,Positive,11,0.5413672591175059
Dark room,Median,11,Negative,0,0.43545522981378676
Dark room,Median,11,Negative,1,0.20594132848821067
Dark room,Median,11,Negative,2,0.41835306028664754
Dark room,Median,11,Negative,3,0.15257405541818633
Dark room,Median,11,Negative,4,0.6388929087986425
Dark room,Median,11,Negative,5,0.3864660132632751
Dark room,Median,11,Negative,6,0.49531275885492987
Dark room,Median,11,Negative,7,0.4391956097303593
Dark room,Median,11,Negative,8,0.4792322242391458
Dark room,Median,11,Negative,9,0.375081207038242
Dark room,Median,11,Negative,10,0.4981505247680895
Dark room,Median,11,Negative,11,0.26294991632428577
Dark room,Median,12,Positive,0,0.4847062702029283
Dark room,Median,12,Positive,1,0.38917031101955646
Dark room,Median,12,Positive,2,0.4338582542383483
Dark room,Median,12,Positive,3,0.19566706760738828
Dark room,Median,12,Positive,4,0.13659007965155417
Dark room,Median,12,Positive,5,0.4963344396529487
Dark room,Median,12,Positive,6,0.4744919669608123
Dark room,Median,12,Positive,7,0.43288447066015445
Dark room,Median,12,Positive,8,0.48804344234535674
Dark room,Median,12,Positive,9,0.41147600762870534
Dark room,Median,12,Positive,10,0.3683774536223654
Dark room,Median,12,Positive,11,0.5860226840910722
Dark room,Median,12,Negative,0,0.4099562308714022
Dark room,Median,12,Negative,1,0.3335730357983862
Dark room,Median,12,Negative,2,0.3902325293333105
Dark room,Median,12,Negative,3,0.14245887478853458
Dark room,Median,12,Negative,4,0.5968015214756269
Dark room,Median,12,Negative,5,0.3721405765583164
Dark room,Median,12,Negative,6,0.45597872129567396
Dark room,Median,12,Negative,7,0.5150024725862331
Dark room,Median,12,Negative,8,0.4266828208389906
Dark room,Median,12,Negative,9,0.4007295258997112
Dark room,Median,12,Negative,10,0.4131581016687795
Dark room,Median,12,Negative,11,0.28629841950995566
Dark room,Median,13,Positive,0,0.4686958772377451
Dark room,Median,13,Positive,1,0.4278058113065196
Dark room,Median,13,Positive,2,0.4587351323430555
Dark room,Median,13,Positive,3,0.17564904153593924
Dark room,Median,13,Positive,4,0.1415714999344729
Dark room,Median,13,Positive,5,0.4485423509509903
Dark room,Median,13,Positive,6,0.43622024892640443
Dark room,Median,13,Positive,7,0.4124131987767913
Dark room,Median,13,Positive,8,0.49888355219121977
Dark room,Median,13,Positive,9,0.37396832400805713
Dark room,Median,13,Positive,10,0.35905998057321037
Dark room,Median,13,Positive,11,0.5028845376622412
Dark room,Median,13,Negative,0,0.4451218942586417
Dark room,Median,13,Negative,1,0.2891034668583348
Dark room,Median,13,Negative,2,0.43803588501995233
Dark room,Median,13,Negative,3,0.14466871808688944
Dark room,Median,13,Negative,4,0.6258745337788285
Dark room,Median,13,Negative,5,0.3806604873388375
Dark room,Median,13,Negative,6,0.40802226926710955
Dark room,Median,13,Negative,7,0.5377220685187873
Dark room,Median,13,Negative,8,0.43608696509428285
Dark room,Median,13,Negative,9,0.4044947956659176
Dark room,Median,13,Negative,10,0.40061876277173336
Dark room,Median,13,Negative,11,0.2949002410947769
Dark room,Median,14,Positive,0,0.4718091592212756
Dark room,Median,14,Positive,1,0.3365702881582794
Dark room,Median,14,Positive,2,0.4627044054872818
Dark room,Median,14,Positive,3,0.2411594332388319
Dark room,Median,14,Positive,4,0.09712470347942456
Dark room,Median,14,Positive,5,0.41299465007543973
Dark room,Median,14,Positive,6,0.46761033212394576
Dark room,Median,14,Positive,7,0.41051565817367586
Dark room,Median,14,Positive,8,0.5218869342826622
Dark room,Median,14,Positive,9,0.42642032239575284
Dark room,Median,14,Positive,10,0.35854220221330024
Dark room,Median,14,Positive,11,0.44207484781870554
Dark room,Median,14,Negative,0,0.4075365486693437
Dark room,Median,14,Negative,1,0.31464407298192154
Dark room,Median,14,Negative,2,0.40504145453264173
Dark room,Median,14,Negative,3,0.14302954231330628
Dark room,Median,14,Negative,4,0.607593815070215
Dark room,Median,14,Negative,5,0.42438503374052267
Dark room,Median,14,Negative,6,0.3987676996252791
Dark room,Median,14,Negative,7,0.5255138757546628
Dark room,Median,14,Negative,8,0.406598123481893
Dark room,Median,14,Negative,9,0.3790204554156664
Dark room,Median,14,Negative,10,0.44842548997188647
Dark room,Median,14,Negative,11,0.3541426096254762
Dark room,Median,15,Positive,0,0.45058268946104524
Dark room,Median,15,Positive,1,0.407141899255624
Dark room,Median,15,Positive,2,0.4180940150290455
Dark room,Median,15,Positive,3,0.1891851234490831
Dark room,Median,15,Positive,4,0.10581309450725981
Dark room,Median,15,Positive,5,0.43377825191512215
Dark room,Median,15,Positive,6,0.4673614919438836
Dark room,Median,15,Positive,7,0.407374172558934
Dark room,Median,15,Positive,8,0.5475678878626026
Dark room,Median,15,Positive,9,0.4543098970592497
Dark room,Median,15,Positive,10,0.3528770928871598
Dark room,Median,15,Positive,11,0.46026264107290904
Dark room,Median,15,Negative,0,0.32965404989156094
Dark room,Median,15,Negative,1,0.31486061208222843
Dark room,Median,15,Negative,2,0.42478317316021397
Dark room,Median,15,Negative,3,0.1792262216099261
Dark room,Median,15,Negative,4,0.641346418953104
Dark room,Median,15,Negative,5,0.3722480159293298
Dark room,Median,15,Negative,6,0.3863068544813772
Dark room,Median,15,Negative,7,0.5165036205718075
Dark room,Median,15,Negative,8,0.38412968610167775
Dark room,Median,15,Negative,9,0.359865396570023
Dark room,Median,15,Negative,10,0.44186283155652356
Dark room,Median,15,Negative,11,0.3411403757278339
Bright room,Mean,-5,Positive,0,0.528431249690236
Bright room,Mean,-5,Positive,1,0.5503476056039903
Bright room,Mean,-5,Positive,2,0.35869779111725253
Bright room,Mean,-5,Positive,3,0.21890991681906702
Bright room,Mean,-5,Positive,4,0.5663556675781323
Bright room,Mean,-5,Positive,5,0.5614436218889326
Bright room,Mean,-5,Positive,6,0.5174669850053705
Bright room,Mean,-5,Positive,7,0.5179281880798999
Bright room,Mean,-5,Positive,8,0.5091795762444513
Bright room,Mean,-5,Positive,9,0.4392443060131732
Bright room,Mean,-5,Positive,10,0.4535308247710547
Bright room,Mean,-5,Positive,11,0.30992361912679794
Bright room,Mean,-5,Negative,0,0.46059867446235664
Bright room,Mean,-5,Negative,1,0.3401290410313197
Bright room,Mean,-5,Negative,2,0.5790127573602769
Bright room,Mean,-5,Negative,3,0.35118076774200063
Bright room,Mean,-5,Negative,4,0.28128578764814494
Bright room,Mean,-5,Negative,5,0.42078276423436256
Bright room,Mean,-5,Negative,6,0.4726833527913339
Bright room,Mean,-5,Negative,7,0.4722996827889266
Bright room,Mean,-5,Negative,8,0.48475602618897334
Bright room,Mean,-5,Negative,9,0.5453500476966502
Bright room,Mean,-5,Negative,10,0.5346427380778507
Bright room,Mean,-5,Negative,11,0.5616856371748954
Bright room,Mean,-4,Positive,0,0.5321255912004316
Bright room,Mean,-4,Positive,1,0.5503344010181527
Bright room,Mean,-4,Positive,2,0.3213604216949887
Bright room,Mean,-4,Positive,3,0.17750798401828555
Bright room,Mean,-4,Positive,4,0.5581906582509382
Bright room,Mean,-4,Positive,5,0.572241702225397
Bright room,Mean,-4,Positive,6,0.51800224824249
Bright room,Mean,-4,Positive,7,0.5222940887176631
Bright room,Mean,-4,Positive,8,0.5212363987401144
Bright room,Mean,-4,Positive,9,0.4079476244772761
Bright room,Mean,-4,Positive,10,0.44279701182369824
Bright room,Mean,-4,Positive,11,0.2605848155778053
Bright room,Mean,-4,Negative,0,0.4533724964719839
Bright room,Mean,-4,Negative,1,0.3101956067717966
Bright room,Mean,-4,Negative,2,0.5936137750622253
Bright room,Mean,-4,Negative,3,0.3095961021210157
Bright room,Mean,-4,Negative,4,0.2411578047230516
Bright room,Mean,-4,Negative,5,0.3944116186046704
Bright room,Mean,-4,Negative,6,0.46827399846862583
Bright room,Mean,-4,Negative,7,0.46401360216779514
Bright room,Mean,-4,Negative,8,0.473120290761308
Bright room,Mean,-4,Negative,9,0.5673654617634657
Bright room,Mean,-4,Negative,10,0.5424553861499222
Bright room,Mean,-4,Negative,11,0.5534509134902097
Bright room,Mean,-3,Positive,0,0.5390596788508126
Bright room,Mean,-3,Positive,1,0.549351093925948
Bright room,Mean,-3,Positive,2,0.2892606174934852
Bright room,Mean,-3,Positive,3,0.15087914905132294
Bright room,Mean,-3,Positive,4,0.5570345610801642
Bright room,Mean,-3,Positive,5,0.5742366581018606
Bright room,Mean,-3,Positive,6,0.5084712951873365
Bright room,Mean,-3,Positive,7,0.5295474865491486
Bright room,Mean,-3,Positive,8,0.5332259886930284
Bright room,Mean,-3,Positive,9,0.3863850960761377
Bright room,Mean,-3,Positive,10,0.4317291633584786
Bright room,Mean,-3,Positive,11,0.22084341312705544
Bright room,Mean,-3,Negative,0,0.4456272951568081
Bright room,Mean,-3,Negative,1,0.28616340842406923
Bright room,Mean,-3,Negative,2,0.5982259115346408
Bright room,Mean,-3,Negative,3,0.277680043566779
Bright room,Mean,-3,Negative,4,0.2006395783223143
Bright room,Mean,-3,Negative,5,0.3783350519654187
Bright room,Mean,-3,Negative,6,0.47411790147973715
Bright room,Mean,-3,Negative,7,0.45330463894296935
Bright room,Mean,-3,Negative,8,0.45994887389520744
Bright room,Mean,-3,Negative,9,0.5791178291225442
Bright room,Mean,-3,Negative,10,0.5512181365900723
Bright room,Mean,-3,Negative,11,0.5490979363269312
Bright room,Mean,-2,Positive,0,0.5447805350531827
Bright room,Mean,-2,Positive,1,0.5290319281084941
Bright room,Mean,-2,Positive,2,0.2670179082700313
Bright room,Mean,-2,Positive,3,0.12310703405720945
